HOSTNAME; STATUS; ATIVO; IP; REDE; SO; DOMINIO; OU
NO00092771; Ligado - 0; True; 10.24.206.60; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00092771,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00092556; Desligado - DNS_ERRO; True; 10.24.214.1; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00092556,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00059069; Ligado - 0; True; 10.24.158.12; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00059069,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00092768; Desligado - DNS_ERRO; True; 10.28.36.42; ; Windows 7 Enterprise; petrobras.biz; CN=NO00092768,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00092759; Ligado - 0; True; 10.24.232.249; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00092759,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079763; Ligado - 0; True; 10.24.136.109; 255.255.255.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00079763,OU=Novos Computadores,DC=petrobras,DC=biz
NO00090533; Desligado - DNS_ERRO; True; 10.28.35.235; ; Windows 7 Enterprise; petrobras.biz; CN=NO00090533,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00093484; Desligado - DNS_ERRO; True; 10.28.35.207; 255.255.255.0 64 128 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00093484,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091250; Desligado - 1; True; 10.28.35.207; 255.255.255.0 64 128 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091250,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091267; Desligado - 1; True; 10.28.35.207; 255.255.255.0 64 128 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091267,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090540; Desligado - 1; True; 10.28.35.207; 255.255.255.0 64 128 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090540,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00059485; Desligado - 1; True; 10.28.35.207; 255.255.255.0 64 128 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00059485,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087296; Desligado - 1; True; 10.28.35.207; 255.255.255.0 64 128 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087296,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087302; Desligado - DNS_ERRO; True; 10.24.214.50; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087302,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00069693; Ligado - 0; True; 10.24.142.95; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00069693,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078754; Ligado - 0; True; 10.24.147.96; ; Windows 7 Enterprise; petrobras.biz; CN=NO00078754,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087472; Ligado - 0; True; 10.21.64.41; 255.255.255.0 64 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087472,OU=COMPERJ,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00057815; Desligado - 1; True; 10.21.64.41; 255.255.255.0 64 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00057815,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00061180; Desligado - 1; True; 10.21.64.41; 255.255.255.0 64 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00061180,OU=UO-BA,OU=GERAL,OU=TIC-BA,OU=Notebooks,DC=petrobras,DC=biz
NO00087480; Desligado - 1; True; 10.21.64.41; 255.255.255.0 64 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087480,OU=COMPERJ,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090523; Desligado - 1; True; 10.21.64.41; 255.255.255.0 64 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090523,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082193; Desligado - 1; True; 10.21.64.41; 255.255.255.0 64 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082193,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO0087750; Desligado - 1; True; 10.21.64.41; 255.255.255.0 64 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO0087750,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00066648; Ligado - 0; True; 10.24.158.96; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00066648,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00053315; Desligado - 1; True; 10.24.158.96; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00053315,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087400; Desligado - DNS_ERRO; True; 10.24.211.149; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087400,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087276; Desligado - 1; True; 10.24.211.149; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087276,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00063022; Ligado - 0; True; 10.24.146.146; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00063022,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087509; Desligado - 1; True; 10.24.146.146; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087509,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00063335; Desligado - 1; True; 10.24.146.146; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00063335,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086246; Desligado - 1; True; 10.24.146.146; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086246,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00066407; Ligado - 0; True; 10.24.239.83; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00066407,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00079894; Desligado - 1; True; 10.24.239.83; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079894,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087448; Desligado - 1; True; 10.24.239.83; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087448,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087404; Ligado - 0; True; 10.24.236.163; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087404,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087919; Desligado - DNS_ERRO; True; 10.24.214.155; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087919,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070014; Desligado - 1; True; 10.24.214.155; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070014,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00087405; Desligado - 1; True; 10.24.214.155; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087405,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087305; Ligado - 0; True; 10.24.141.57; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087305,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087385; Desligado - 1; True; 10.24.141.57; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087385,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00064662; Desligado - 1; True; 10.24.141.57; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00064662,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
MI00328298; Desligado - 1; True; 10.24.141.57; 255.255.248.0 64 255.255.255.0 64; Windows 10 Enterprise; petrobras.biz; CN=MI00328298,OU=GERAL,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
NO00077603; Desligado - 1; True; 10.24.141.57; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077603,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087427; Ligado - 0; True; 10.24.237.196; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087427,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087438; Desligado - 1; True; 10.24.237.196; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087438,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082045; Desligado - 1; True; 10.24.237.196; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082045,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087811; Desligado - DNS_ERRO; True; 10.28.38.187; 255.255.255.0 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087811,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087562; Desligado - 1; True; 10.28.38.187; 255.255.255.0 64 255.255.255.255 64; Windows 10 Enterprise; petrobras.biz; CN=NO00087562,OU=GERAL,OU=TIC-BA,OU=Notebooks,DC=petrobras,DC=biz
NO00086171; Desligado - 1; True; 10.28.38.187; 255.255.255.0 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086171,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086732; Ligado - 0; True; 10.24.206.191; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086732,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086908; Ligado - 0; True; 10.24.238.124; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086908,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00050062; Desligado - 1; True; 10.24.238.124; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00050062,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00085917; Ligado - 0; True; 10.24.237.17; 255.255.248.0 64; Windows 7 Enterprise; transp.biz; CN=NO00085917,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00074099; Desligado - 1; True; 10.24.237.17; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00074099,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086258; Ligado - 0; True; 10.24.194.76; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086258,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082073; Desligado - 1; True; 10.24.194.76; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082073,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087544; Ligado - 0; True; 10.24.156.20; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087544,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086704; Ligado - 0; True; 10.24.166.102; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086704,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086876; Ligado - 0; True; 10.24.235.208; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086876,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077628; Ligado - 0; True; 10.24.149.97; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077628,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087652; Desligado - 1; True; 10.24.149.97; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087652,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00050328; Desligado - 1; True; 10.24.149.97; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00050328,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087900; Ligado - 0; True; 10.24.164.95; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087900,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00085868; Desligado - 1; True; 10.24.164.95; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; transp.biz; CN=NO00085868,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00087638; Desligado - 1; True; 10.24.164.95; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087638,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087658; Ligado - 0; True; 10.24.193.114; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087658,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087669; Desligado - 1; True; 10.24.193.114; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087669,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00052104; Desligado - 1; True; 10.24.193.114; 255.255.248.0 64 255.255.255.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00052104,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078853; Ligado - 0; True; 10.24.239.87; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078853,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO030008; Desligado - DNS_ERRO; True; 10.15.70.124; 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO030008,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00050791; Desligado - 1; True; 10.15.70.124; 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00050791,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00044931; Desligado - 1; True; 10.15.70.124; 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00044931,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079715; Desligado - 1; True; 10.15.70.124; 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079715,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078712; Ligado - 0; True; 10.24.233.233; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078712,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082174; Desligado - 1; True; 10.24.233.233; 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00082174,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078707; Ligado - 0; True; 10.24.145.12; ; Windows 7 Enterprise; petrobras.biz; CN=NO00078707,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00072333; Desligado - 1; True; 10.24.145.12; ; Windows 7 Enterprise; petrobras.biz; CN=NO00072333,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00053248; Desligado - 1; True; 10.24.145.12; ; Windows 7 Enterprise; petrobras.biz; CN=NO00053248,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00063783; Desligado - 1; True; 10.24.145.12; ; Windows 7 Enterprise; petrobras.biz; CN=NO00063783,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00057677; Desligado - DNS_ERRO; True; 10.24.211.65; ; Windows 7 Enterprise; petrobras.biz; CN=NO00057677,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079697; Desligado - DNS_ERRO; True; 10.24.212.40; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079697,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00080902; Desligado - DNS_ERRO; True; 10.24.211.65; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00080902,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070520; Desligado - DNS_ERRO; True; 10.28.39.2; ; Windows 7 Enterprise; petrobras.biz; CN=NO00070520,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077679; Desligado - 1; True; 10.28.39.2; ; Windows 7 Enterprise; petrobras.biz; CN=NO00077679,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00063134; Desligado - 1; True; 10.28.39.2; ; Windows 7 Enterprise; petrobras.biz; CN=NO00063134,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086904; Desligado - 1; True; 10.28.39.2; ; Windows 7 Enterprise; petrobras.biz; CN=NO00086904,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00080898; Desligado - 1; True; 10.28.39.2; ; Windows 7 Enterprise; petrobras.biz; CN=NO00080898,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079916; Desligado - DNS_ERRO; True; 10.24.213.254; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079916,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086234; Desligado - 1; True; 10.24.213.254; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086234,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00066906; Desligado - 1; True; 10.24.213.254; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00066906,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00056593; Desligado - DNS_ERRO; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00056593,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070513; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070513,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082284; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082284,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058303; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058303,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00052617; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00052617,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086743; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086743,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086128; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086128,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086126; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00086126,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058479; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058479,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00047107; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00047107,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00052418; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00052418,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086035; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086035,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00073556; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00073556,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086106; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086106,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084455; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084455,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086042; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086042,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086498; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00086498,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078905; Desligado - 1; True; 10.24.214.28; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078905,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071939; Ligado - 0; True; 10.24.146.120; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071939,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00075367; Ligado - 0; True; 10.24.235.246; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00075367,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084340; Desligado - 1; True; 10.24.235.246; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084340,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00081570; Ligado - 0; True; 10.24.156.107; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00081570,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079719; Desligado - DNS_ERRO; True; 10.24.213.119; 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00079719,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071875; Desligado - DNS_ERRO; True; 10.24.215.126; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071875,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084453; Desligado - 1; True; 10.24.215.126; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084453,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084459; Ligado - 0; True; 10.24.136.120; 255.255.255.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00084459,OU=Novos Computadores,DC=petrobras,DC=biz
NO00084197; Desligado - 1; True; 10.24.136.120; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084197,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00080934; Ligado - 0; True; 10.24.156.50; ; Windows 7 Enterprise; petrobras.biz; CN=NO00080934,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079929; Desligado - 1; True; 10.24.156.50; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079929,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00080931; Desligado - DNS_ERRO; True; 10.24.164.46; ; Windows 7 Enterprise; petrobras.biz; CN=NO00080931,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078705; Desligado - 1; True; 10.24.164.46; ; Windows 7 Enterprise; petrobras.biz; CN=NO00078705,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079887; Desligado - 1; True; 10.24.164.46; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079887,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
